year,month,date,district,period,location,count,caseNo,content,source
114,12,114/12/31,板橋區,夜間,板橋區 板橋區縣民大一段與板城路交叉路 / 該址緊鄰台65快速道路,1,H251231-2273,板橋區縣民大一段與板城路交叉路口，於凌晨22:00、23:00至上班時間為止，雙向都有車輛飆車，建請單位設置科技執法、取締噪音、設置限速標誌，該址緊鄰台65快速道路出入，建議單位在出入口與沿線設置隔音牆。,1999市政信箱
114,1,114/01/02,鶯歌區,未註明,鶯歌區 鶯歌區永明街 / 該址旁路,1,H250102-2297,鶯歌區永明街78號，該址旁路口長期晚間20:30至22:00間會有改裝機車來回行駛、產生噪音，故建議於上述地址前裝設科技執法，請單位評估裝設。,1999市政信箱
114,1,114/01/02,三重區,夜間,三重區 從仁愛街與三和路 / 一直向後延伸至三重分局慈福派出所的這條直線道路,1,J250102-4641,從仁愛街與三和路的交叉口的萊爾富仁和店起，一直向後延伸至三重分局慈福派出所的這條直線道路，夜間時常有改裝排氣管的汽機車在此催油門加速製造巨大噪音，再麻煩請警員加強取締或設置噪音科技執法以改善區域生活環境品質。,1999市政信箱
114,1,114/01/02,汐止區,夜間,汐止區 汐止區樟樹一路135巷 / 該路段,1,H250102-2266,汐止區樟樹一路135巷，該路段晚間21點至凌晨3點間經常有改裝汽機車行經，其排氣管聲響已嚴重影響附近住戶安寧，請單位派員稽查。,1999市政信箱
114,1,114/01/02,三重區,夜間,三重區 我想投訴龍門路及三和路,1,J250102-4020,我想投訴龍門路及三和路周圍常常於晚上11點至凌晨4-5點之間常常會有改裝的汽車經過那個排氣管的聲音實在是非常的吵有時候會突然被嚇醒非常擾人 希望您能協助處理,1999市政信箱
114,1,114/01/03,新莊區,未註明,新莊區 據新聞大肆報導據說2025年1月1日起加強取締非法改管及,1,J250103-4595,據新聞大肆報導據說2025年1月1日起加強取締非法改管及噪音車輛，但此區域完全沒有任何改善，令人質疑新已市是否有加強取締改管車輛? 是否僅有桃園，台中有在取締? 請新北市政府可以重新改裝車噪音之問題，謝謝。,1999市政信箱
114,1,114/01/03,五股區,夜間,五股區 五股區新五路二段路段 / 誠懇請市府於此路段,1,J250103-4542,五股區新五路二段路段常常深夜會有飆車族或是改過排氣管的機車在深夜行駛，擾民生活。誠懇請市府於此路段設置聲音過大分貝測量違規照相機，用以保障用路人安全及居民安寧。,1999市政信箱
114,1,114/01/03,中和區,未註明,中和區 建康路 / 中和區建康路,1,J250103-4519,中和區 建康路4號 中和區建康路39號 （第一冷凍） 以下的噪音車騷擾行為:,1999市政信箱
114,1,114/01/03,蘆洲區,未註明,蘆洲區 新北市蘆洲區民族路436巷,1,J250103-4206,新北市蘆洲區民族路436巷22號 改裝車子及重機 每每發動出門 都有很大的改裝車發出噪音 吵著附近住家 是否可以進行違規勸導改善 還住民一個安靜的居住環境 另外一提 此一帶的改裝車子及重機不少，改裝噪音一堆，沒人管,1999市政信箱
114,1,114/01/03,新店區,假日,新店區 每逢假日北宜路 / 希望能在北宜路二段及郵政路,1,J250103-4183,"每逢假日北宜路上就是一堆改管機車 希望能在北宜路二段及郵政路口處, 東西向皆能安裝測速照相及噪音檢測",1999市政信箱
114,1,114/01/04,石碇區,夜間,石碇區 每週五六日清晨5-8點 一堆重機以及改裝車 不僅是速度快,1,J250104-4196,每週五六日清晨5-8點 一堆重機以及改裝車 不僅是速度快，聲音更是吵！ 已經反應很多年！從不見真真正正的處理！從來不見有改善過！永遠只會回覆交給相關單位處理中！ 更可笑的是，還要自行想辦法錄影拍照，半夜 清晨 都不用休息嗎？  未報案處理的大小車禍都不知道多少件了，非要出人命才會醒來認真工作嗎？ 不要用官話回覆我，請拿出具體改善方式，更重要的是何年何月何日才會執行！？,1999市政信箱
114,1,114/01/05,三重區,未註明,三重區 有關三重區過圳街,1,H250105-2142,民眾曾反映J241114-4243案件，有關三重區過圳街汽機車違法改裝事.日放製造巨大噪音一案，民眾11/14反映至今1/5都未見改善、也無到現場設置聯合稽查車輛噪音，請單位不定時於23:00之後進行聯合稽查、取締。,1999市政信箱
114,1,114/01/05,深坑區,夜間,深坑區 深坑每到夜晚便有大量改裝的汽機於街 / 綠燈於路,1,J250105-4200,深坑每到夜晚便有大量改裝的汽機於街道上狂飆，改裝的排氣管製造的噪音在深夜更是特別擾人。本區里長已經多次與深坑派出所的例行會議中，提出這個問題。但依舊都沒有改善，且深坑派出所對於這個問題的處理也不甚積極，甚至消極敷衍。從來沒有見過深坑派出所於夜間對於這些改裝車予以臨檢攔查（酒駕臨檢都是文山分局）。反應派出所得到的答案，都是踢皮球的感覺。警方認為這是環保局的問題，他們警察不處理排氣管的改裝。反應多次後，本人也已經灰心。 前幾天（12/28）晚間七點多剛回國，當晚還沉浸在美好的旅遊回憶中，綠燈於路口行走人行道時（新北市深坑區北深路三段243巷口），一輛黑色改裝車發出巨大的改裝排氣管聲響，突然出現在斑馬線旁，驚嚇之餘回頭看得該車幾眼，駕駛卻搖下車窗囂張挑釁：看什麼，你在看什麼，你到底在看什麼，已經讓你了你還在看什麼？並停於巷弄中擋住車道，不斷叫囂辱罵。這種劣質的行為，不僅妨害公共往來安全，也無端滋擾善意用路人。本人報案後，深坑派出所員警前來處理，但卻是極度消極。本人去電追蹤該事件，處理的員警稱從來沒有見過該名駕駛和車輛，也無法判定該車是否改裝排氣管（但該車排氣管確實不是原廠，為事後改裝）。所以該員警回覆本人只開環保署驗車單，請環保署決定是否需要驗車。本人反應改裝排氣管發出巨大聲響確實違反道路交通管理條例43條，該員警卻聲稱一直以來警察都不管這個事，這是環保局的事跟他們無關。就是這樣姑息怠惰的態度，無怪呼改裝氣機車滿街都是，而且越來越多，在深坑也是無法無天。不得不令人懷念在文山區唸書長大的好日子，好環境。 本人後來將此事反應給里長婆，里長婆稱她他知道該車駕駛為何人（車號：BGF-7632），身世複雜常惹禍，改裝車也常收到罰單，但通通拒收。難怪如此囂張，經常於夜間見他駕駛該車一路上狂飆發出巨大的改裝聲響。,1999市政信箱
114,1,114/01/05,三重區,下午,三重區 三重區重新路四段85巷 / 93巷,1,J250105-4136,噪音排氣管管制已於今年開始實施，請問甚麼時候要開始嚴抓?  三重區重新路四段85巷，93巷，捷運路22巷這些巷子時不時就有噪音車呼嘯而過(大部分為機車)，尤其是星期一至五下午4~6點尤為嚴重，疾駛而過根本無法拍照上傳  且每晚皆可聽見數十次巨大噪音從重新路上重新橋之車輛  另外若發現巷子內有噪音車停放是否能直接撥打110檢舉?謝謝,1999市政信箱
114,1,114/01/05,三重區,未註明,三重區 三重區同安街與泉州街,1,H250105-2031,三重區同安街與泉州街處，長期有汽車與重型機車，刻意拉高油門疾速行駛，多次通報未改善，且已影響周邊住戶，請單位加強取締。,1999市政信箱
114,1,114/01/05,淡水區,夜間,淡水區 淡水區大忠街與學府路,1,H250105-2007,淡水區大忠街與學府路口的彎道，經常於凌晨02:00至05:00間有改裝汽機車出沒，請相關單位加強取締。,1999市政信箱
114,1,114/01/05,淡水區,夜間,淡水區 淡水區中正路二段與淡海路 / 故請單位於上述時段,1,H250105-2006,淡水區中正路二段與淡海路口、往漁人碼頭方向，上址長期於週六日凌晨01:00到04:00會有改裝車飆速、呼嘯而過、致噪音擾鄰且影響休憩，故請單位於上述時段加強巡邏取締，並調閱監視器以利稽查。,1999市政信箱
114,1,114/01/05,新莊區,夜間,新莊區 新莊區八德街,1,H250105-2001,新莊區八德街57號，深夜或白天經常有改裝汽車出沒，建議增設聲音照相科技執法，請相關單位評估，,1999市政信箱
114,1,114/01/06,汐止區,夜間,汐止區 福安街及仁愛路 / 最近一個月經常有改造車輛在福安街以及仁愛路,1,J250106-4602,汐止區 福安街及仁愛路 最近一個月經常有改造車輛在福安街以及仁愛路 時常於晚上發出大量噪音,1999市政信箱
114,1,114/01/06,三重區,夜間,三重區 元信二街與環河北路二段 / 環河北路二段,1,J250106-4595,元信二街與環河北路二段時常都有改裝車經過。 晚上11點過後時常都有改裝車經過！ 小孩才出生2個多月！ 環河北路二段時常被改裝車快速經過小孩常常被嚇醒！一直哭⋯ 不知道有沒有什麼改善的辦法⋯ 是否可以在元信二街與環河北路二段口這邊偶爾設臨檢站嚇阻一下。或是可以在環河北路二段這邊雙向都設置噪音偵測⋯可以說是每天都有改裝車經過⋯ 小孩已經被嚇到無數次了。。。 或是請相關單位研究一下⋯看能用什麼方法能夠嚇阻一下改裝車的氾濫,1999市政信箱
114,1,114/01/06,淡水區,夜間,淡水區 新北市淡水區淡金路及中正東路一段 / 希望能在淡金路21號及中正東路一段,1,J250106-4395,"新北市淡水區淡金路及中正東路一段, 半夜常有飆車族呼嘯而過, 不僅造成交通上的危險, 也造成噪音困擾, 其噪音連高樓層都可聽見... 希望能在淡金路21號及中正東路一段129號附近加強飆車違規取締, 最好能安裝科技執法, 以維護交通安全及杜絕飆車噪音, 謝謝!!",1999市政信箱
114,1,114/01/06,新莊區,未註明,新莊區 新莊區新北大道七段,1,H250106-2172,1.新莊區新北大道七段403號前於23:00過常後有改裝排氣管的噪音，車輛呼嘯而過令居民難以入睡，連小孩均被嚇醒，故民眾問上址附近是否有裝設科技執法檢測改裝排氣管噪音的設備。 2.承上述問題，因為此噪音已嚴重影響安寧，故請警方加強該處的改裝排氣管噪音巡邏取締。,1999市政信箱
114,1,114/01/06,三重區,夜間,三重區 三重區興德路 / 疏洪西路,1,J250106-4316,三重區興德路、疏洪西路、五谷王北街半夜經常有飆車族出沒，造成居民極大困擾。昨晚（1/6 03:00左右）興德路周邊目測共有上百名飆車族，甚至連保時捷718這種跑車都來了，即便是高樓層、雙層氣密窗、厚窗簾的遮擋下，飆車族的噪音仍比警車警笛還要大聲數倍，包括皇鼎、鄉林、新濠、辰光曜這些周邊建案的住戶很多都因此開燈看樓下發生何事，也有很多住戶打110報警，但是警車最初只來一台，飆車族直接繞圈跑給警車追，成何體統？所以飆得更大聲了！變成居民打110之後更不用睡了！後來警車總共來了六台，飆車族直接一群停在路邊，或躲在五谷王北街上的各停車場內，警察根本沒有拿牠們怎麼辦，飆的還是繼續飆，猴子們就繞一大圈給這些警察追，從以前到今天已經向當地派出所、三重分局、新北市政府警察局檢舉多次，永遠得到的回應都是【會查監視器，依法告發】，這到底有什麼用？住在新北就我們活該半夜不能睡覺？請新北市長、新北市警察局拿出實際作為解決飆車族的氾濫問題！,1999市政信箱
114,1,114/01/06,淡水區,夜間,淡水區 30左右於上述路段 / 無法提供街,1,J250106-4269,檢附H250105-2006、S11401050011案件影像，夜間及深夜多部汽車及機車飆車改裝競速聚集，1/5深夜03:05-03:30左右於上述路段，有通報1999，警衛也通報110，無法提供街道監視器、變更排氣管聲響、施放大型煙火、妨礙安寧，請協助查緝開罰及確認販賣來源，感激不盡。 請幫忙，麻煩了，承辦人員回覆真的需要工具配合，請要架設專屬攝影系統於這幾處，才有辦法開罰。,1999市政信箱
114,1,114/01/06,三重區,夜間,三重區 銜接秀江街及龍門路 / 雖已架設道路,1,J250106-4048,巷道位於龍濱公園旁，銜接秀江街及龍門路，巷道已設置一整排公共機車格，唯深夜及日間經常有機車丶汽車來往頻繁，雖已架設道路鏡維護安全，然行車車速及車輛躁音甚為擾民，建請落實取締巷道超速增設科技執法監視裝置，及改為單向車道，以減少車流量，還給社區居民安寧的環境。,1999市政信箱
114,1,114/01/07,三峽區,夜間,三峽區 在安溪國小與冠倫大國社區間道路 / 直到有人報案警察出現調查找到停在路,1,J250107-4574,近幾2週來，常有一台機車排氣管噪音大，尤其在夜晚到深夜常出現，更有甚者還怠速長達5分鐘不停。 在安溪國小與冠倫大國社區間道路，很容易就受到干撓，夜晚都不得眠😱 今晨（1/7）大概3點多，還出現不明喇叭聲間斷響，直到有人報案警察出現調查找到停在路上的貨車發出，處理後才得安寧,1999市政信箱
